	ID	Source	Image	Title	Description	Price	Venue	Address	Phone	Category	Length	Type	Dates	Monthly	Time Available	Weekly	Tags	Author Initials		Bundles	Tags	Type					
	11	http://www.socialpie.kitchen	http://images1.dallasobserver.com/imager/u/745xauto/8880842/socialpie_courtesy.jpg	Loal Pizza at Social Pie	Social Pie combines philanthropy and unbelievable pizza, donating 5 percent of sales to a different charity chosen by its patrons each month.	$14.00	Social Pie	5855 Maple Avenue, Dallas, TX, 75235	469-930-4483	Restaurants	1:00	Experience			11:00am-10:00pm Monday-Thursday/Sunday, 11:00am-12:00am Friday/Saturday	M, Tu, Wed, Thur, Fri, Sat, Sun	Restaurant	AHB		Parks			141
	12	https://m.facebook.com/Ten-Ramen-444307449050589/	https://static1.squarespace.com/static/518ea9e4e4b0eb1ecff22776/t/5556fde3e4b02d69c9a65b0c/1431764479393/Ten_MariaMejia.jpg	TEN Ramen	Dallas' hottest restaurant serving authentic, traditional ramen. With no reservations, and no takeout this fast-paced noodle shop is the perfect bite.	$15.00	TEN Ramen	1888 Sylvan Ave, Dallas, TX 75208	(972) 803-4400	Restaurants	1:00	Experience			11:30am-2:00pm, 6:00pm-10:30pm Monday-Thursday/Sunday, 11:30-2:00pm, 5:30-10:30pm Friday/Saturday	M, Tu, Wed, Thur, Fri, Sat, Sun	Restaurant	AHB		Theatres			150
	13	http://www.thejouledallas.com/	https://phgcdn.com/images/uploads/DALJD/corporatemasthead/DALJD-lobby.jpg	The Joule Hotel in Downtown	The Joule allows you to feel like a modern royalty in the city. This stylish hotel stands out due to its great rooms, dinning, and drinking options.	$260	The Joule 	1530 Main St. Dallas, TX 75201	214-748-1300	Hotels	1-3 Days	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Tourist	CRW		Other			148
	14	http://pecanlodge.com	http://res.dallasnews.com/interactives/dfw-new-restaurants-2014/images/pecan1.jpg	Top Barbecue of Dallas at Pecan Lodge	The Pecan Lodge produces top-notch barbecue to an insatiable crowd, pleasing all with gorgeous slices of brisket and highly acclaimed mac 'n cheese. 	$14.00	Pecan Lodge	2702 Main St, Dallas, TX 75226	214.748.8900	Restaurants	1:30	Experience			11:00am-3:00pm Tuesday-Thursday/Sunday, 11:00am-10:00pm Friday/Saturday	Tu, Wed, Thur, Fri, Sat, Sun	Restaurant, Outside	AHB		Hotels			149
	15	http://psandqsdallas.com	http://images1.dallasobserver.com/imager/u/745xauto/7427662/pq-nickrallo-wide.jpg	Your Classic Burger Pints and Quarts	This converted auto-shop is the home to a modern take on the famous burger stand, inviting diners to try the numerous variations of classic meals	$14.00	Pints and Quarts	5434 Ross Avenue, Dallas, TX 75206	(214) 821-3494	Restaurants	30	Experience			11:00am-10:00pm	M, Tu, Wed, Thur, Fri, Sat, Sun	Restaurant, Outside	AHB		Resorts			145
	16	http://www.hgsplyco.com	http://cdn-image.travelandleisure.com/sites/default/files/styles/tnl_redesign_article_landing_page/public/1449165629/hg-sply-co-dallas-da1215.jpg?itok=94UiBBRw	HG Supply Co - Staple of Lower Greenville	The restaurant's commitment to clean, wholesome food paired with a pulsing bar scene and mesmerizing brunch menu make HG a must-try any time. 	$25.00	HG Supply Co	2008 Greenville Ave, Dallas, TX 75206	(469) 334-0896	Restaurants	1:00	Experience			11:00am-10:00pm Monday-Thursday, 11:00am-12:00am Friday, 10:00am-12:00am Saturday, 10:00am-10:00pm Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Restaurant, Outside, Cocktails, Nightlife, Upstairs Patio	AHB		Landmarks			142
	17	http://www.trophyfitnessclub.com/about-trophy-gyms-in-dallas/	https://s3-media4.fl.yelpcdn.com/bphoto/PNUowo_14ZTkTqrliaNOvw/ls.jpg	Trophy Fitness Club- Uptown	Trophy Fitness Club offers a complete experience with premium equipment and experienced personal trainers to help you meet your fitness goals.	$99	Trophy Fitness Club	2812 Vine St, Ste 300, Dallas, TX 75204	(214) 999-2826	Gyms	1:00	Experience			5:30am-10:00pm Monday-Thursday, 5:30am-9:00pm Friday, 8:00am-6pm Saturday, 9:00am-5:00 Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Gym	KTK		Other			142
	18	https://www.tripadvisor.com/Attraction_Review-g55711-d4164642-Reviews-The_George_W_Bush_Presidential_Library_and_Museum-Dallas_Texas.html	https://www.georgewbushlibrary.smu.edu/~/media/GWBL/Images/NewsandEvents/GWBPC%20Building%20Image.ashx	Visit the renowned Bush Presidential Library and Museum	This attractive and informative llibrary offers a glimpse into initiatives that took place during Bush's presidency as well as his personal life.	$46.00	The George W. Bush Presidential Library and Museum	2943 Smu Blvd, Dallas, TX 75205-2563	214-346-1557	Museums	1:30	Experience			9:30am-5:00pm Monday-Saturday, 12:00pm-5:00pm Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Museum 	KTK					145
	19	https://www.klydewarrenpark.org/	http://uli.org/wp-content/uploads/2014/04/7295790-bx4gud3-KlydeWarrenPark_Dallas_002.jpg	Relax in Kyle Warren Park	This is the perfect spot for relaxation. Whether it's playing with your dog at the park or enjoying the beautiful scenary, or anything in between. 	Free	Kylde Warren Park	2012 Woodall Rogers Freeway Dallas, TX 75201	214-716-4500	Other		Experience			6:00am-11:00pm Monday-Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Outside, Tourist, Pet Friendly	CRW					147
	20	http://www.dallasarboretum.org/	http://www.dallasarboretum.org/assets/library/images/DallasArboretum_OscarDuran.24100224_large3.jpg	Stroll Through the Dallas Arboretum	The Dallas Arboretum is a 66-acre botanical garden. With currently 21 different gardens, there is a new experience for everyone.	$15	Dallas Arboretum and Botanical Garden	8525 Garland Rd, Dallas, TX 75218	214-515-6500	Landmarks	1:00-2:00	Experience			9:00am-5:00pm Monday-Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Outside, Tourist	CRW					128
	21	https://www.soul-cycle.com/about/find-your-soul/	https://dallasnews.imgix.net/SoulCycle-class.jpg	Get in shape with Soul Cycle	With inspirational instructors, and rocking music, riders can loosen up and empower themselves with strength that lasts beyond the studio walls.	$34	Soul Cycle	5944 W Northwest Hwy, Dallas, TX 75225	972.737.7685 	Gyms	0:45	Experience			6:30am-7:30pm Monday, 5:30, 5:30am-7:30pm Tuesday, Wednesday, Thursday, 5:30am-5:30pm Friday, 7:30am-12:45pm Saturday, 8:30am-4:00pm Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Gym	KTK					144
	22	http://www.treadfitness.com/index.php	https://assets.dmagazine.com/media/2843973/tread-4.jpg	Workout at Tread Fitness	Get fast results at Tread Fitness because they know the difference between "I can't" and "I did" is only a matter of a few steps.	$169	Tread Fitness	5150 Lemmon Ave, Dallas, TX 75209	(214) 599-9737	Gyms	1:00	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Gym	KTK					129
	23	https://www.yelp.com/biz/grit-fitness-dallas	http://gritbybrit.com/wp-content/uploads/2014/12/10631255_10102800987759905_7429225684963039921_o.jpg	Push Yourslrf at Grit Fitness	Grit Fitness offers a challenging workout regime, full of positive engergy and support from trainers and friends.	$75	Grit Fitness	3821 Ross Ave, Dallas, TX 75204	(214) 238-2295	Gyms	1:00	Experience			5:30am-8:00pm Monday-Thursday, 5:30am-1:00pm Friday, 8:00am-12:00pm Saturday	M, Tu, Wed, Thur, Fri, Sat	Gym	KTK					113
	24	https://www.yelp.com/biz/sweat-dallas	https://dallasnews.imgix.net/gyms11.JPG?w=724&h=500&auto=format&q=60&fit=clip	SWEAT Training	SWEAT personal trainers tailor a workout to meet your specific goals, doing so with an expertise in nutrition, strength conditioning and more. 	$100	SWEAT	5470 W Lovers Ln, Ste 335, Dallas, TX 75209	(214) 956-6700	Gyms	1:00	Experience			5:00am-9:00pm Monday-Thursday, 5:00am-8:00pm Friday, 8:00-4:00pm Saturday-Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Gym	KTK					143
	25	http://8fitnessdallas.com/dannyconnolly.html	http://westvillagedallas.com/wp-content/uploads/2015/03/incinr8.jpg	InCinR8 workouts	InCinR8 offers scientifically designed classes to maximize effectiveness on each exercise. 	$125	InCinR8 Fitness Studio 	3636 McKinney Ave, Ste 130, Dallas, TX 75204	(214) 443-0888	Gyms	:50	Experience			6:00am-8:00pm Monday-Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Gym	KTK					91
	26	https://www.tripadvisor.com/Attraction_Review-g55711-d196365-Reviews-Pioneer_Plaza-Dallas_Texas.html	http://www.rantlifestyle.com/wp-content/uploads/2014/05/6.-Pioneer-Plaza.jpg	Pioneer Plaza Sculptures 	Built in 1994, withinn four acres the Pioneer Plaza presents 52 amazing sculptures of cattle and cowboys, created by Robert Summers.	Free	Pioneer Plaza	1428 Young St, Dallas, TX 75202	(214) 953-1184	Landmarks	1:00	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Outside, Tourist	CRW					132
	27	http://www.trinitygroves.com	http://2.bp.blogspot.com/-mr2lKl8MWV8/VGvNvskIZAI/AAAAAAAAAGo/ZDrjp7ApflA/s1600/Trinity%2Bgrovessmall.jpeg	Trinity Groves Dining Experience	Trinity Groves is an incubator neighborhood, the focal point being its numerous restaurants featuring cuisine from all around the world. 	$20.00	Trinity Groves	425 Bedford St. Dallas, TX 75212	(214) 744-0100	Restaurants	1:00	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Patio, Restaurant, Nightlife, Concerts	AHB					137
	28	http://www.thehighlanddallas.com/default-en.html?WT_srch=1	http://www.thehighlanddallas.com/d/thehighlanddallasresponsive/media/Exterior_X6A0966_airbrushed.jpg	The Highland Dallas Hotel 	The Highland sets the bar high with amazing rooms and guest accommodations. Relax by infinity pool, or dine in at this sophisticated hotel.	$179	The Highland Dallas	 5300 E. Mockingbird Lane, Dallas, TX, 75206	(214) 520-7969	Hotels	1-3 days	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Tourist	CRW					139
	29	http://dosjefesuptown.com	http://www.dmagazine.com/wp-content/uploads/2016/06/IMG_3307.jpg	Dos Jefes Tequila and Tapas	A thriving tequila bar serving delicious Latin-Asian fusion. The handcrafted cocktail menu and club-feel offers an incredible night unlike any other.	$25.00	Dos Jefes	2816 Fairmount St, Dallas, TX 75201	(214) 303-1880	Restaurants	1:00	Experience			5:00pm-12:00am Tuesday-Friday, 10:00am-3:00pm Saturday/Sunday	Tu, Wed, Thur, Fri, Sat, Sun	Restaurant	AHB					149
	30	https://www.tripadvisor.com/Attraction_Review-g55711-d3688568-Reviews-Perot_Museum_of_Nature_and_Science-Dallas_Texas.html	http://img1.10bestmedia.com/Images/Photos/316917/11816075-1037044789688198-2737774636493049466-o_54_990x660.jpg	Visit the Perot Musueum of Nature and Science 	This museum is said to be a "world of wonder" by The Dallas Morning New. It inspires curiosity in all ages and boasts as a living science lesson. 	$46.00	Perot Museum of Nature and Science 	2201 N Field St, Dallas, TX 75201	(214) 428-5555	Museums	1:00	Experience			10:00am-5:00pm Monday-Saturday, 12:00pm- 5:00pm Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Museum	KTK					146
	31	http://www.reservations.com/hotel/belmont-hotel-dallas-tx?gclid=CjwKEAiA3qXBBRD4_b_V7ZLFsX4SJAB0AtEVIPVLId4Fn5p0z6NS5XKmuHdhO77igKSNf0tCaHBJRhoCn8Dw_wcB	http://images.quikbook.com/400x300/belmont-hotel-dallas-pool-2951-100.jpg	The Belmont Hotel	This unique hotel combines spanish architecture with mid-century design. Guests can sit poolside, and enjoy the view of the Dallas Skyline.	$139.00	Belmont Hotel	901 Fort Worth Ave, Dallas, TX 75208		Hotels	1-3 days	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Tourist, Outside, Pet friendly	CRW					139
	32		http://adobeairstream.com/wp-content/uploads/2011/08/LD1082_DTD_Dallas_Museum_of_Art.sized_.jpg	Dallas Museum of Art	Welcoming research, dialogue, and public participation and ultimtaly helps portray insight into artists from every continent over the last 5,000 years		Dallas Museum of Art 	1717 North Harwood, Dallas, TX 75201	(214) 922-1200	Museums	1:00	Experience			11:00am -5:00pm Tueday-Wedneday, Friday- Sunday, 11:00am-9:00pm Sunday	Tu, Wed, Thur, Fri, Sat, Sun	Museum 	KTK					150
	33	https://www.shakeshack.com/location/uptown-dallas/	http://www.star-telegram.com/living/3s4rff/picture99207712/ALTERNATES/FREE_640/ShakeShack1	Shake Shack	The nationwide franchise is well known for its burgers, dogs, and fries. Be sure to look for any specials - the shake menu is constantly changing.	$15	Shake Shack	2500 N Pearl St, Dallas, TX 75201	(214) 983-1022	Restaurants	1:00	Experience			11:00am-10:00pm Sunday-Thursday, 11:00am-11:00pm Friday/Saturday	M, Tu, Wed, Thur, Fri, Sat, Sun	Restaurant	AHB					146
	34	http://www.guestreservations.com/hotel-adolphus/booking	https://assets.hipmunk.com/assets/hotel_image/v1/5635111d8f3484588f85dfc3.jpg	The Adolphus Hotel 	The Adolphus is a baroque masterpiece and is garunteed to catch your eye. This hotel comes with modern accomodations and ensures comfort for all.	$189	Adolphus Hotel 	1321 Commerce Street, Dallas, TX 75202	(214) 742-8200	Hotels	1-3 days	Experience				M, Tu, Wed, Thur, Fri, Sat, Sun	Tourist	CRW					145
	35		https://cbsdallas.files.wordpress.com/2013/05/nordstrom.jpg	Nordstrom	Nordstroms is an upper-end department store located in Northpark Mall. It offers tailoring services and sells shoes, jewelry, apparel, and much more.	Free	Northpark Center	NorthPark Center, 8687 N Central Expy, Level One, Dallas, TX 75225	(214) 231-3900	Shops		Shop and Spend			10:00am-9pm Monday-Saturday, 12:00-7pm Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Shop and Spend	GWJ					149
	36		http://us.louisvuitton.com/images/is/image/lv/1/VE_DI3_AS/louis-vuitton-find-a-store-usa-louis-vuitton-dallas-neiman-marcus-northpark--StFi_Louis_Vuitton_DALLAS_NM_NORTHPARK_534_DI3.jpg?wid=326&hei=184	Louis Vuitton	Luxury brand known for signature monogrammed handbags, luggage & more.	Free	Northpark Center	NorthPark Center, 8687 North Central Expressway, Suite 400, Neiman Marcus at NorthPark Mall, Dallas, TX 75225	(214) 987-1770	Shops		Shop and Spend			10:00am-9:00pm Monday-Friday, 10:am-8:00pm Saturday, 12:00-6:00pm Sunday	M, Tu, Wed, Thur, Fri, Sat, Sun	Shop and Spend	GWJ					70								Bishop Arts District
	37	https://www.tripadvisor.com/Restaurant_Review-g31310-d1074029-Reviews-Different_Pointe_of_View_at_Pointe_Hilton_Tapatio_Cliffs_Resort-Phoenix_Arizona.html	https://media-cdn.tripadvisor.com/media/photo-s/05/21/04/b1/different-pointe-of-view.jpg	Different Pointe of View Dinner ontop of Phoenix	Poised 1,800 feet above the Valley of the Sun, Different Pointe of View offers guests breathtaking views	$40.00	Pointe Hilton Tapatio Cliffs Resort	11111 N 7th St, Phoenix, AZ 85020-1176	6028666350	Restaurants		Shop and Spend			6:00am - 9:30pm	Tu, Wed, Thur, Fri, Sat	Romantic, Scenic view, Bar scene, Local cuisine, Business meetings, Special occasions, Large groups	HJD					104								Dallas Design District
	38	http://directory.dmagazine.com/restaurants/Neighborhood-Services/50447	http://directory.dmagazine.com/media/directory/restaurants/NeighborhoodServices_directory.jpg	Neighborhood Burger Spot 	It features sophisticated, no-frills meat and seafood dishes, fresh pastas, salads, and inventive daily specials alongside the best gourmet burger.	$15.00	Neighborhood Service Burger	5027 W. Lovers Ln. Dallas, Texas 75209	214-350-5027	Restaurants		Shop and Spend			5:00pm -  10:00pm	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Resort, Family, Go Out	HJD					147								Deep Ellum
	39	http://directory.dmagazine.com/restaurants/Rosewood-Mansion-on-Turtle-Creek/21313	http://directory.dmagazine.com/media/directory/restaurants/Rosewood-Mansion-on-Turtle-Creek-directoryv2.jpg	Dinner at a Mansion	One of the nicest dining rooms in town, its menu draws inspiration from local producers and regional flavors. 	$25.00	Rosewood Mansion on Turlte Creek	2821 Turtle Creek Blvd. Dallas, TX 75219	214-559-2100	Restaurants		Shop and Spend			11:00am - 2:00pm, 6:00pm - 10:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Family, Go out	HJD					110								Downtown
	40	http://directory.dmagazine.com/restaurants/Tei-An/21548	http://directory.dmagazine.com/media/directory/restaurants/Tei-An-directory.jpg	Thai Nights	Chef-owner Teiichi Sakurai continues to raise the bar on fine dining in Dallas. His spot in specializes in hand made Japanese soba noodles.	$18.00	Tei - An	1722 Routh St. Dallas, TX 75201	214-220-2828	Restaurants		Shop and Spend			11:30am - 2pm, 6:00pm - 10:00pm	Sun, Tu, Wed, Thu, Fri, Sat	Restaraunt, Go Out, Asian	HJD					139								Fair Park
	41	http://ft33dallas.com/	http://directory.dmagazine.com/media/directory/restaurants/FT33_%C2%A9Marple_ed.jpg	Farm Fresh Dining 	Chef-owner Matt McCallister's FT33 puts a modern spin on seasonal ingredients grown or produced by local farmers and artisanal producers.	$25.00	FT33	1617 Hi Line Dr., Ste. 250 Dallas, TX 75207	214-741-2629	Restaurants		Shop and Spend			4:30pm - 11:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaraunt, Go Out, Family, Fancy, Romantic	HJD					137								Lower Greenville
	42	http://www.spoonbarandkitchen.com/	http://directory.dmagazine.com/media/directory/restaurants/Spoon_%C2%A9Marple_6N2A5023_ed.jpg	Seafood in Dallas	John Tesar is focused on bringing stellar seafood fare to diners in Dallas. And so far, whatever he's doing, he's doing right.	$25.00	Spoon Bar & Kitchen 	8220 Westchester Dr., Ste. B Dallas, TX 75225	214-368-8220	Restaurants		Shop and Spend			5:00pm - 10:00pm 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Bar, Patio, Cocktails, Go Out	HJD					126								Upper Greenville
	43	http://fearingsrestaurant.com/	http://directory.dmagazine.com/media/directory/restaurants/Fearings-directory.jpg	Fine Dining with a Homey Feel	Eponymous restaurant's menu—elevated American cuisine—is a collection of upscale, homey dishes.	$35.00	Fearing's	2121 McKinney Ave. Dallas, TX 75201	214-922-4848	Restaurants		Shop and Spend			6:30am - 3:00pm, 6:00pm - 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Bar, Cocktails, Family, Go Out	HJD					95								Highland Park
	44	http://www.stephanpyles.com/	http://directory.dmagazine.com/media/directory/restaurants/Stephan-Pyles-directory.jpg	Food with a Twist	A-level service converges with stunning, imaginative cuisine in one knockout dining room. Pyles' glorious culinary past shines brightly on every dish.	$45.00	Stephan Pyles	1807 Ross Ave., Ste. 200 Dallas, TX 75201	214-580-7000	Restaurants		Shop and Spend			11:15am - 2:00pm, 6:00pm - 11:00pm	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Family, Go Out	HJD					150								Knox Henderson
	45	http://luciadallas.com/	http://directory.dmagazine.com/media/directory/restaurants/lamblg.jpg	Family Feast	Lucia is a small, chef-owned Italian restaurant. The menu changes frequently and features hand-crafted salumi and fresh pasta made in house daily.	$25.00	Lucia	408 W. Eighth St., Ste. 101 Dallas, TX 75208	214-948-4998	Restaurants		Shop and Spend			5:30pm - 10:00pm	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Family, Go Out	HJD					146								Lakewood
	46	http://thegraperestaurant.com/	https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/15276565_1517033408326104_9006012297579069440_n.jpg?ig_cache_key=MTM5NzM0MDM1OTM1Mjk0ODg3NQ%3D%3D.2	Romance for the Ages	Good times still roll at this 40-year-old romantic Dallas wine bar with upscale bistro cuisine.	$18.00	The Grape	2808 Greenville Ave. Dallas, TX 75206	214-828-1981	Restaurants		Shop and Spend			5:30pm - 10:00pm 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Go Out, Cocktails, Italian	HJD					95								Las Colinas
	47	http://www.nonnadallas.com/	http://directory.dmagazine.com/media/directory/restaurants/Nonna-directory.jpg	Authentically Italian 	A wood burning oven is the focal point for the restaurant, both aesthetically and for the food. The focus of the food is atrisanal style dishes.	$20.00	Nonna	4115 Lomo Alto Dr. Dallas, TX 75219	214-521-1800	Restaurants		Shop and Spend			6:00pm - 9:00pm	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Go Out, Cocktails	HJD					144								North Dallas
	48	http://directory.dmagazine.com/restaurants/Hibiscus/21762	http://directory.dmagazine.com/media/directory/restaurants/Hibiscus-directory.jpg	Surf n' Turf 	Once a hot spot for flashy crowds, this has evolved into a stylish destination for discriminating diners	$35.00	Hibiscus 	2927 N. Henderson Ave. Dallas, TX 75206 	214-827-2927	Restaurants		Shop and Spend			5:00pm - 11:00pm	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Fresh, Pizza, Italian	HJD					104								Northwest Dallas
	49	http://www.bolsadallas.com/	http://directory.dmagazine.com/media/directory/restaurants/Bolsa-directory.jpg	Farm-to-Table Pizza	Working with local farmers and ranchers to bring you the freshest ingredients that are healthy and appetizing. Come relax, and enjoy the neighborhood 	$15.00	Bolsa	614 W. Davis St. Dallas, TX 75208	214-367-9367	Restaurants		Shop and Spend			4:30pm - 10:00pm 	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Fresh, Pizza, Italian, Healthy	HJD					150								Oak Cliff
	50	http://www.themercurydallas.com/	http://directory.dmagazine.com/media/directory/restaurants/mercury_ed_marple.jpg	Never the same meal twice	The Mercury offers traditional rolls, and signature cold or seared sashimi dishes with spirits in an intimate, Japanese-inspired setting	$30.00	The Mercury	11909 Preston Rd., Ste. 1418 Dallas, TX 75230 	972-960-7774	Restaurants		Shop and Spend			11:00am - 10:00pm 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Sushi, Romantic, Cocktails	HJD					136								Oak Lawn
